"OrganizationIdentifier","OrganizationFormalName","ActivityStartDate","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityDepthHeightMeasure.MeasureValue","Variable","ResultMeasureValue","Month","Year"
"WIDNR_WQX","Wisconsin Department of Natural Resources",1997-09-04,"WIDNR_WQX","WIDNR_WQX-363069",1,"TP_mgL",0.179,9,1997
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-04-01,"WIDNR_WQX","WIDNR_WQX-363069",1,"DO_mgL",10.9,4,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-04-01,"WIDNR_WQX","WIDNR_WQX-363069",1,"NH3_mgL",NA,4,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-04-01,"WIDNR_WQX","WIDNR_WQX-363069",1,"NO23_mgL",2.41,4,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-04-01,"WIDNR_WQX","WIDNR_WQX-363069",1,"Orthophosphate_mgL",0.145,4,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-04-01,"WIDNR_WQX","WIDNR_WQX-363069",1,"TKN_mgL",NA,4,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-04-01,"WIDNR_WQX","WIDNR_WQX-363069",1,"TP_mgL",0.387,4,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-06-18,"WIDNR_WQX","WIDNR_WQX-363069",1,"DO_mgL",9.95,6,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-06-18,"WIDNR_WQX","WIDNR_WQX-363069",1,"NH3_mgL",0.2,6,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-06-18,"WIDNR_WQX","WIDNR_WQX-363069",1,"NO23_mgL",0.786,6,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-06-18,"WIDNR_WQX","WIDNR_WQX-363069",1,"Orthophosphate_mgL",0.075,6,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-06-18,"WIDNR_WQX","WIDNR_WQX-363069",1,"pH",8.53,6,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-06-18,"WIDNR_WQX","WIDNR_WQX-363069",1,"TKN_mgL",NA,6,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-06-18,"WIDNR_WQX","WIDNR_WQX-363069",1,"TP_mgL",0.228,6,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-07-29,"WIDNR_WQX","WIDNR_WQX-363069",1,"DO_mgL",8.1,7,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-07-29,"WIDNR_WQX","WIDNR_WQX-363069",1,"NH3_mgL",0.046,7,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-07-29,"WIDNR_WQX","WIDNR_WQX-363069",1,"NO23_mgL",0.293,7,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-07-29,"WIDNR_WQX","WIDNR_WQX-363069",1,"Orthophosphate_mgL",0.053,7,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-07-29,"WIDNR_WQX","WIDNR_WQX-363069",1,"pH",8.52,7,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-07-29,"WIDNR_WQX","WIDNR_WQX-363069",1,"TKN_mgL",1.17,7,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-07-29,"WIDNR_WQX","WIDNR_WQX-363069",1,"TP_mgL",0.134,7,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-11-16,"WIDNR_WQX","WIDNR_WQX-363219",1,"DO_mgL",12.2,11,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-11-16,"WIDNR_WQX","WIDNR_WQX-363219",1,"NH3_mgL",NA,11,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-11-16,"WIDNR_WQX","WIDNR_WQX-363219",1,"NO23_mgL",1.32,11,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-11-16,"WIDNR_WQX","WIDNR_WQX-363219",1,"Orthophosphate_mgL",0.003,11,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-11-16,"WIDNR_WQX","WIDNR_WQX-363219",1,"pH",8.34,11,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-11-16,"WIDNR_WQX","WIDNR_WQX-363219",1,"TKN_mgL",1.57,11,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-11-16,"WIDNR_WQX","WIDNR_WQX-363219",1,"TP_mgL",0.155,11,1998
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-01-21,"WIDNR_WQX","WIDNR_WQX-363069",1,"NH3_mgL",0.115,1,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-01-21,"WIDNR_WQX","WIDNR_WQX-363069",1,"NO23_mgL",4,1,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-01-21,"WIDNR_WQX","WIDNR_WQX-363069",1,"Orthophosphate_mgL",0.032,1,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-01-21,"WIDNR_WQX","WIDNR_WQX-363069",1,"pH",8.215,1,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-01-21,"WIDNR_WQX","WIDNR_WQX-363069",1,"TKN_mgL",1.16,1,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-01-21,"WIDNR_WQX","WIDNR_WQX-363069",1,"TP_mgL",0.055,1,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-04-06,"WIDNR_WQX","WIDNR_WQX-363069",1,"NH3_mgL",0.02,4,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-04-06,"WIDNR_WQX","WIDNR_WQX-363069",1,"NO23_mgL",0.745,4,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-04-06,"WIDNR_WQX","WIDNR_WQX-363069",1,"Orthophosphate_mgL",0.017,4,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-04-06,"WIDNR_WQX","WIDNR_WQX-363069",1,"pH",8.54,4,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-04-06,"WIDNR_WQX","WIDNR_WQX-363069",1,"TKN_mgL",1.32,4,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-04-06,"WIDNR_WQX","WIDNR_WQX-363069",1,"TP_mgL",0.097,4,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-07-19,"WIDNR_WQX","WIDNR_WQX-363069",1,"DO_mgL",11.8,7,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-07-19,"WIDNR_WQX","WIDNR_WQX-363069",1,"NH3_mgL",0.021,7,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-07-19,"WIDNR_WQX","WIDNR_WQX-363069",1,"NO23_mgL",0.092,7,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-07-19,"WIDNR_WQX","WIDNR_WQX-363069",1,"Orthophosphate_mgL",NA,7,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-07-19,"WIDNR_WQX","WIDNR_WQX-363069",1,"pH",8.735,7,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-07-19,"WIDNR_WQX","WIDNR_WQX-363069",1,"TKN_mgL",2.82,7,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-07-19,"WIDNR_WQX","WIDNR_WQX-363069",1,"TP_mgL",0.23,7,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-10-12,"WIDNR_WQX","WIDNR_WQX-363069",1,"NH3_mgL",0.038,10,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-10-12,"WIDNR_WQX","WIDNR_WQX-363069",1,"NO23_mgL",0.237,10,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-10-12,"WIDNR_WQX","WIDNR_WQX-363069",1,"Orthophosphate_mgL",0.003,10,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-10-12,"WIDNR_WQX","WIDNR_WQX-363069",1,"pH",8.845,10,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-10-12,"WIDNR_WQX","WIDNR_WQX-363069",1,"TKN_mgL",1.13,10,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-10-12,"WIDNR_WQX","WIDNR_WQX-363069",1,"TP_mgL",0.102,10,2004
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-01-24,"WIDNR_WQX","WIDNR_WQX-363069",1,"DO_mgL",10.6,1,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-01-24,"WIDNR_WQX","WIDNR_WQX-363069",1,"NH3_mgL",0.108,1,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-01-24,"WIDNR_WQX","WIDNR_WQX-363069",1,"NO23_mgL",3.52,1,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-01-24,"WIDNR_WQX","WIDNR_WQX-363069",1,"Orthophosphate_mgL",0.078,1,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-01-24,"WIDNR_WQX","WIDNR_WQX-363069",1,"pH",7.57,1,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-01-24,"WIDNR_WQX","WIDNR_WQX-363069",1,"TKN_mgL",1.27,1,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-01-24,"WIDNR_WQX","WIDNR_WQX-363069",1,"TP_mgL",0.105,1,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-04-11,"WIDNR_WQX","WIDNR_WQX-363069",1,"DO_mgL",10.1,4,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-04-11,"WIDNR_WQX","WIDNR_WQX-363069",1,"NH3_mgL",0.029,4,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-04-11,"WIDNR_WQX","WIDNR_WQX-363069",1,"NO23_mgL",0.251,4,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-04-11,"WIDNR_WQX","WIDNR_WQX-363069",1,"Orthophosphate_mgL",0.031,4,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-04-11,"WIDNR_WQX","WIDNR_WQX-363069",1,"pH",7.76,4,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-04-11,"WIDNR_WQX","WIDNR_WQX-363069",1,"TKN_mgL",1.5,4,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-04-11,"WIDNR_WQX","WIDNR_WQX-363069",1,"TP_mgL",0.176,4,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-07-19,"WIDNR_WQX","WIDNR_WQX-363069",1,"NH3_mgL",0.061,7,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-07-19,"WIDNR_WQX","WIDNR_WQX-363069",1,"NO23_mgL",NA,7,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-07-19,"WIDNR_WQX","WIDNR_WQX-363069",1,"Orthophosphate_mgL",0.134,7,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-07-19,"WIDNR_WQX","WIDNR_WQX-363069",1,"pH",8.81,7,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-07-19,"WIDNR_WQX","WIDNR_WQX-363069",1,"TKN_mgL",1.44,7,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-07-19,"WIDNR_WQX","WIDNR_WQX-363069",1,"TP_mgL",0.239,7,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-10-19,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"DO_mgL",13.2333333333333,10,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-10-19,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"NH3_mgL",NA,10,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-10-19,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"NO23_mgL",NA,10,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-10-19,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"Orthophosphate_mgL",0.019,10,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-10-19,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"pH",8.6025,10,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-10-19,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"TKN_mgL",1.03,10,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-10-19,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"TP_mgL",0.105,10,2005
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-03-14,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"DO_mgL",9.2,3,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-03-14,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"pH",8.2,3,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-07-24,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"Chl_probe_RFU",173,7,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-07-24,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"NH3_mgL",NA,7,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-07-24,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"NO23_mgL",NA,7,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-07-24,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"Orthophosphate_mgL",0.034,7,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-07-24,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"pH",8.82,7,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-07-24,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"TKN_mgL",2.57,7,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-07-24,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"TP_mgL",0.335,7,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-10-11,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"Chl_probe_RFU",NA,10,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-10-11,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"DO_mgL",11.9,10,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-10-11,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"NH3_mgL",NA,10,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-10-11,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"NO23_mgL",0.077,10,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-10-11,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"Orthophosphate_mgL",NA,10,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-10-11,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"pH",8.315,10,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-10-11,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"TKN_mgL",1.93,10,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-10-11,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"TP_mgL",0.215,10,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-11-15,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"DO_mgL",13.1,11,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-11-15,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"Orthophosphate_mgL",NA,11,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-11-15,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"pH",8.1,11,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-11-15,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"TKN_mgL",NA,11,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-11-15,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"TP_mgL",NA,11,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-12-12,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"DO_mgL",5,12,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-12-12,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"Orthophosphate_mgL",0.039,12,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-12-12,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"pH",7.8,12,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-12-12,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"TKN_mgL",NA,12,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-12-12,"WIDNR_WQX","WIDNR_WQX-363069",0.5,"TP_mgL",0.088,12,2006
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-01-23,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Chl_probe_RFU",4.08,1,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-01-23,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",13.9,1,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-01-23,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NH3_mgL",0.033,1,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-01-23,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",4.18,1,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-01-23,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.034,1,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-01-23,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.01,1,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-01-23,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",NA,1,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-01-23,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.058,1,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-02-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Chl_probe_RFU",NA,2,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-02-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",14.2,2,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-02-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NH3_mgL",0.026,2,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-02-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",5.48,2,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-02-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.034,2,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-02-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",7.6,2,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-02-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",0.86,2,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-02-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.049,2,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-13,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",13.85,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-13,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",NA,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-13,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",7.1,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-13,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",2.38,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-13,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.388,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-21,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.069,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-21,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",1.33,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-21,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.172,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",12.3,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.102,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.2,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",3.24,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.842,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",385,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-27,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",9.1,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-27,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.039,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-27,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.1,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-27,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",1.38,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-27,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.151,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-27,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",45,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-28,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.036,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-28,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",1.53,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-28,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.16,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-28,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",46,3,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-04-04,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.031,4,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-04-04,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",NA,4,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-04-04,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.115,4,2007
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-04-04,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",21,4,2007
