"OrganizationIdentifier","OrganizationFormalName","ActivityStartDate","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityDepthHeightMeasure.MeasureValue","Month","Year","DO_mgL","NO23_mgL","Orthophosphate_mgL","pH","TP_mgL","NH3_mgL","TKN_mgL","Chl_probe_RFU","TSS_mgL","TDP_mgL","MonitoringLocationName","MonitoringLocationDescriptionText","HUCEightDigitCode","LatitudeMeasure","LongitudeMeasure"
"WIDNR_WQX","Wisconsin Department of Natural Resources",1996-06-20,"WIDNR_WQX","WIDNR_WQX-363069",1,6,1996,3.51,1.8,0.165,7.75,NA,NA,NA,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",1997-01-27,"WIDNR_WQX","WIDNR_WQX-363069",1,1,1997,6.3,2.57,0.117,8.1,0.153,0.414,1.5,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",1997-04-23,"WIDNR_WQX","WIDNR_WQX-363069",1,4,1997,14,0.555,0.029,8.34,0.156,NA,1.8,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",1997-09-04,"WIDNR_WQX","WIDNR_WQX-363069",1,9,1997,8.2,0.134,NA,NA,0.179,0.029,1.3,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-04-01,"WIDNR_WQX","WIDNR_WQX-363069",1,4,1998,10.9,2.41,0.145,NA,0.387,NA,NA,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-06-18,"WIDNR_WQX","WIDNR_WQX-363069",1,6,1998,9.95,0.786,0.075,8.53,0.228,0.2,NA,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-07-29,"WIDNR_WQX","WIDNR_WQX-363069",1,7,1998,8.1,0.293,0.053,8.52,0.134,0.046,1.17,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",1998-11-16,"WIDNR_WQX","WIDNR_WQX-363219",1,11,1998,12.2,1.32,0.003,8.34,0.155,NA,1.57,NA,NA,NA,"Manitowoc River at County Hwy Jj","STATION FOR ROGER BANNERMAN  OF CENTRAL OFFICE (608)266-9278 ON RIGHT BANK 91KM UPSTREAM FROM BRIDGE ON COUNTY TRUNK HIGHWAY JJ, JUST WEST OF THE MANITOWOC CITY LIMITS AND 10.6KM UPSTREAM FROM MOUTH. SPATIALLY INTEGRATED GRAB SAMPLING FOR NONPOIN","04030101",44.107162,-87.715071
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-01-21,"WIDNR_WQX","WIDNR_WQX-363069",1,1,2004,NA,4,0.032,8.215,0.055,0.115,1.16,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-04-06,"WIDNR_WQX","WIDNR_WQX-363069",1,4,2004,NA,0.745,0.017,8.54,0.097,0.02,1.32,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-07-19,"WIDNR_WQX","WIDNR_WQX-363069",1,7,2004,11.8,0.092,NA,8.735,0.23,0.021,2.82,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2004-10-12,"WIDNR_WQX","WIDNR_WQX-363069",1,10,2004,NA,0.237,0.003,8.845,0.102,0.038,1.13,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-01-24,"WIDNR_WQX","WIDNR_WQX-363069",1,1,2005,10.6,3.52,0.078,7.57,0.105,0.108,1.27,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-04-11,"WIDNR_WQX","WIDNR_WQX-363069",1,4,2005,10.1,0.251,0.031,7.76,0.176,0.029,1.5,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-07-19,"WIDNR_WQX","WIDNR_WQX-363069",1,7,2005,NA,NA,0.134,8.81,0.239,0.061,1.44,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2005-10-19,"WIDNR_WQX","WIDNR_WQX-363069",0.5,10,2005,13.2333333333333,NA,0.019,8.6025,0.105,NA,1.03,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-03-14,"WIDNR_WQX","WIDNR_WQX-363069",0.5,3,2006,9.2,NA,NA,8.2,NA,NA,NA,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-07-24,"WIDNR_WQX","WIDNR_WQX-363069",0.5,7,2006,NA,NA,0.034,8.82,0.335,NA,2.57,173,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-10-11,"WIDNR_WQX","WIDNR_WQX-363069",0.5,10,2006,11.9,0.077,NA,8.315,0.215,NA,1.93,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-11-15,"WIDNR_WQX","WIDNR_WQX-363069",0.5,11,2006,13.1,NA,NA,8.1,NA,NA,NA,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2006-12-12,"WIDNR_WQX","WIDNR_WQX-363069",0.5,12,2006,5,NA,0.039,7.8,0.088,NA,NA,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-01-23,"WIDNR_WQX","WIDNR_WQX-363069",0.1,1,2007,13.9,4.18,0.034,8.01,0.058,0.033,NA,4.08,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-02-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,2,2007,14.2,5.48,0.034,7.6,0.049,0.026,0.86,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-13,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2007,13.85,NA,NA,7.1,0.388,NA,2.38,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-21,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2007,NA,NA,0.069,NA,0.172,NA,1.33,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2007,12.3,NA,0.102,8.2,0.842,NA,3.24,NA,385,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-27,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2007,9.1,NA,0.039,8.1,0.151,NA,1.38,NA,45,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-03-28,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2007,NA,NA,0.036,NA,0.16,NA,1.53,NA,46,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-04-04,"WIDNR_WQX","WIDNR_WQX-363069",0.1,4,2007,NA,NA,0.031,NA,0.115,NA,NA,NA,21,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-04-11,"WIDNR_WQX","WIDNR_WQX-363069",0.1,4,2007,NA,NA,0.028,NA,0.064,NA,NA,NA,6,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-04-17,"WIDNR_WQX","WIDNR_WQX-363069",0.1,4,2007,NA,NA,NA,NA,0.095,NA,1.45,NA,25,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-04-23,"WIDNR_WQX","WIDNR_WQX-363069",0.1,4,2007,10,NA,NA,8.4,NA,NA,NA,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-04-25,"WIDNR_WQX","WIDNR_WQX-363069",0.1,4,2007,NA,NA,0.007,NA,0.128,NA,1.87,NA,30,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-05-02,"WIDNR_WQX","WIDNR_WQX-363069",0.1,5,2007,NA,NA,NA,NA,0.23,NA,2.27,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-05-10,"WIDNR_WQX","WIDNR_WQX-363069",0.1,5,2007,NA,NA,0.03,NA,0.181,NA,2.19,NA,44,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-05-16,"WIDNR_WQX","WIDNR_WQX-363069",0.1,5,2007,NA,NA,0.058,NA,0.181,NA,1.82,NA,33,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-06-21,"WIDNR_WQX","WIDNR_WQX-363069",0.1,6,2007,NA,NA,NA,NA,0.34,NA,2.63,NA,66,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-06-27,"WIDNR_WQX","WIDNR_WQX-363069",0.1,6,2007,NA,NA,0.04,NA,0.363,NA,NA,NA,69,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-07-18,"WIDNR_WQX","WIDNR_WQX-363069",0.1,7,2007,9.9,0.059,0.015,8.47666666666667,0.188,0.031,1.94,84.4,43,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-08-23,"WIDNR_WQX","WIDNR_WQX-363069",0.1,8,2007,8.3,NA,0.019,8.3,0.336,NA,3.09,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-09-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,9,2007,10.2,NA,0.004,8.3,0.206,NA,2.13,NA,37,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-10-17,"WIDNR_WQX","WIDNR_WQX-363069",0.1,10,2007,12.3,0.524,0.017,8.3,0.147,0.036,1.28,75.8,22,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-11-13,"WIDNR_WQX","WIDNR_WQX-363069",0.1,11,2007,15.8,1.43,NA,8.6,0.052,NA,1.09,NA,7,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2007-12-17,"WIDNR_WQX","WIDNR_WQX-363069",0.1,12,2007,NA,3.76,0.005,NA,0.02,NA,0.88,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2008-01-10,"WIDNR_WQX","WIDNR_WQX-363069",0.1,1,2008,11.9,5.85,0.208,7.5,0.398,0.237,NA,19.9,54,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2008-02-27,"WIDNR_WQX","WIDNR_WQX-363069",0.1,2,2008,11.6,3.71,0.067,7.6,0.091,0.072,1.09,NA,3,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2008-03-13,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2008,12.2,2.98,0.061,7.2,0.101,0.063,0.97,NA,17,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2008-03-25,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2008,15.7,2.27,0.089,7.7,0.211,0.173,1.51,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
